-9.42,0
-5,0.224
0,0.198
5,2.067
10,7.508
15,11.785
20,17.233
25,23.55
35,35.111
45,49.146
55,59.119
65,71.128
75,82.87
85,95.729
95,105.436
105,115.758
115,127.403
125,135.971
135,145.128
150,158.124
-9.42,0
-5,0.096
0,0
5,1.745
10,6.452
15,10.961
20,16.429
25,22.95
35,34.773
45,46.51
55,58.747
65,70.687
75,82.449
85,93.294
95,104.645
105,115.017
115,126.919
125,135.311
135,143.917
150,157.005
