-16.14,0
-11,0.729
-7,4.003
-3,9.141
0,13.285
5,19.207
10,25.084
15,32.512
20,38.924
25,46.031
35,60.107
45,75.529
55,89.799
65,106.115
75,121.04
85,132.51
95,144.485
105,155.535
110,160.228
115,165.402
120,168.815
127,175.196
-16.14,0
-11,0.729
-7,4.003
-3,9.141
0,13.285
5,19.207
10,25.084
15,32.512
20,38.924
25,46.031
35,60.107
45,75.529
55,89.799
65,106.115
75,121.04
85,132.51
95,144.485
105,155.535
110,160.228
115,165.402
120,168.815
127,175.196
